Community,week_index,week_start,Accident_Count
AL YUFRAH 2,21,2024-07-24,4
AL YUFRAH 2,22,2024-07-31,2
AL YUFRAH 2,23,2024-08-07,3
AL YUFRAH 2,24,2024-08-14,0
AL YUFRAH 2,25,2024-08-21,1
AL YUFRAH 2,26,2024-08-28,5
AL YUFRAH 2,27,2024-09-04,0
AL YUFRAH 2,28,2024-09-11,2
AL YUFRAH 2,29,2024-09-18,5
AL YUFRAH 2,30,2024-09-25,1
AL YUFRAH 3,1,2024-03-06,2
AL YUFRAH 3,2,2024-03-13,0
AL YUFRAH 3,3,2024-03-20,1
AL YUFRAH 3,4,2024-03-27,4
AL YUFRAH 3,5,2024-04-03,0
AL YUFRAH 3,6,2024-04-10,3
AL YUFRAH 3,7,2024-04-17,0
AL YUFRAH 3,8,2024-04-24,0
AL YUFRAH 3,9,2024-05-01,0
AL YUFRAH 3,10,2024-05-08,0
AL YUFRAH 3,11,2024-05-15,0
AL YUFRAH 3,12,2024-05-22,0
AL YUFRAH 3,13,2024-05-29,0
AL YUFRAH 3,14,2024-06-05,1
AL YUFRAH 3,15,2024-06-12,0
AL YUFRAH 3,16,2024-06-19,2
AL YUFRAH 3,17,2024-06-26,6
AL YUFRAH 3,18,2024-07-03,2
AL YUFRAH 3,19,2024-07-10,1
AL YUFRAH 3,20,2024-07-17,0
AL YUFRAH 3,21,2024-07-24,2
AL YUFRAH 3,22,2024-07-31,2
AL YUFRAH 3,23,2024-08-07,0
AL YUFRAH 3,24,2024-08-14,2
AL YUFRAH 3,25,2024-08-21,1
AL YUFRAH 3,26,2024-08-28,3
AL YUFRAH 3,27,2024-09-04,1
AL YUFRAH 3,28,2024-09-11,2
AL YUFRAH 3,29,2024-09-18,2
AL YUFRAH 3,30,2024-09-25,0
AL YUFRAH 4,1,2024-03-06,1
AL YUFRAH 4,2,2024-03-13,0
AL YUFRAH 4,3,2024-03-20,2
AL YUFRAH 4,4,2024-03-27,0
AL YUFRAH 4,5,2024-04-03,1
AL YUFRAH 4,6,2024-04-10,1
AL YUFRAH 4,7,2024-04-17,0
AL YUFRAH 4,8,2024-04-24,0
AL YUFRAH 4,9,2024-05-01,0
AL YUFRAH 4,10,2024-05-08,0
AL YUFRAH 4,11,2024-05-15,0
AL YUFRAH 4,12,2024-05-22,0
AL YUFRAH 4,13,2024-05-29,0
AL YUFRAH 4,14,2024-06-05,1
AL YUFRAH 4,15,2024-06-12,0
AL YUFRAH 4,16,2024-06-19,0
AL YUFRAH 4,17,2024-06-26,1
AL YUFRAH 4,18,2024-07-03,0
AL YUFRAH 4,19,2024-07-10,0
AL YUFRAH 4,20,2024-07-17,1
AL YUFRAH 4,21,2024-07-24,0
AL YUFRAH 4,22,2024-07-31,1
AL YUFRAH 4,23,2024-08-07,0
AL YUFRAH 4,24,2024-08-14,1
AL YUFRAH 4,25,2024-08-21,0
AL YUFRAH 4,26,2024-08-28,1
AL YUFRAH 4,27,2024-09-04,1
AL YUFRAH 4,28,2024-09-11,0
AL YUFRAH 4,29,2024-09-18,1
AL YUFRAH 4,30,2024-09-25,0
ALEYAS,1,2024-03-06,11
ALEYAS,2,2024-03-13,9
ALEYAS,3,2024-03-20,11
ALEYAS,4,2024-03-27,6
ALEYAS,5,2024-04-03,7
ALEYAS,6,2024-04-10,4
ALEYAS,7,2024-04-17,0
ALEYAS,8,2024-04-24,0
ALEYAS,9,2024-05-01,0
ALEYAS,10,2024-05-08,0
ALEYAS,11,2024-05-15,0
ALEYAS,12,2024-05-22,0
ALEYAS,13,2024-05-29,0
ALEYAS,14,2024-06-05,2
ALEYAS,15,2024-06-12,5
ALEYAS,16,2024-06-19,5
ALEYAS,17,2024-06-26,14
ALEYAS,18,2024-07-03,6
ALEYAS,19,2024-07-10,4
ALEYAS,20,2024-07-17,8
ALEYAS,21,2024-07-24,13
ALEYAS,22,2024-07-31,6
ALEYAS,23,2024-08-07,10
ALEYAS,24,2024-08-14,13
ALEYAS,25,2024-08-21,19
ALEYAS,26,2024-08-28,5
ALEYAS,27,2024-09-04,1
ALEYAS,28,2024-09-11,3
ALEYAS,29,2024-09-18,9
ALEYAS,30,2024-09-25,0
AYAL NASIR,1,2024-03-06,1
AYAL NASIR,2,2024-03-13,1
AYAL NASIR,3,2024-03-20,1
AYAL NASIR,4,2024-03-27,3
AYAL NASIR,5,2024-04-03,4
AYAL NASIR,6,2024-04-10,2
AYAL NASIR,7,2024-04-17,0
AYAL NASIR,8,2024-04-24,0
AYAL NASIR,9,2024-05-01,0
AYAL NASIR,10,2024-05-08,0
AYAL NASIR,11,2024-05-15,0
AYAL NASIR,12,2024-05-22,0
AYAL NASIR,13,2024-05-29,0
AYAL NASIR,14,2024-06-05,0
AYAL NASIR,15,2024-06-12,1
AYAL NASIR,16,2024-06-19,2
AYAL NASIR,17,2024-06-26,3
AYAL NASIR,18,2024-07-03,3
AYAL NASIR,19,2024-07-10,0
AYAL NASIR,20,2024-07-17,3
AYAL NASIR,21,2024-07-24,1
AYAL NASIR,22,2024-07-31,3
AYAL NASIR,23,2024-08-07,1
AYAL NASIR,24,2024-08-14,1
AYAL NASIR,25,2024-08-21,1
AYAL NASIR,26,2024-08-28,1
AYAL NASIR,27,2024-09-04,0
AYAL NASIR,28,2024-09-11,0
AYAL NASIR,29,2024-09-18,0
AYAL NASIR,30,2024-09-25,0
BU KADRA,1,2024-03-06,4
BU KADRA,2,2024-03-13,0
BU KADRA,3,2024-03-20,5
BU KADRA,4,2024-03-27,1
BU KADRA,5,2024-04-03,4
BU KADRA,6,2024-04-10,3
BU KADRA,7,2024-04-17,2
BU KADRA,8,2024-04-24,0
BU KADRA,9,2024-05-01,0
BU KADRA,10,2024-05-08,0
BU KADRA,11,2024-05-15,0
BU KADRA,12,2024-05-22,0
BU KADRA,13,2024-05-29,0
BU KADRA,14,2024-06-05,0
BU KADRA,15,2024-06-12,0
BU KADRA,16,2024-06-19,4
BU KADRA,17,2024-06-26,1
BU KADRA,18,2024-07-03,1
BU KADRA,19,2024-07-10,3
BU KADRA,20,2024-07-17,4
BU KADRA,21,2024-07-24,2
BU KADRA,22,2024-07-31,6
BU KADRA,23,2024-08-07,0
BU KADRA,24,2024-08-14,1
BU KADRA,25,2024-08-21,1
BU KADRA,26,2024-08-28,0
BU KADRA,27,2024-09-04,1
BU KADRA,28,2024-09-11,1
BU KADRA,29,2024-09-18,0
BU KADRA,30,2024-09-25,0
BURJ KHALIFA,1,2024-03-06,26
BURJ KHALIFA,2,2024-03-13,17
BURJ KHALIFA,3,2024-03-20,28
BURJ KHALIFA,4,2024-03-27,29
BURJ KHALIFA,5,2024-04-03,36
BURJ KHALIFA,6,2024-04-10,44
BURJ KHALIFA,7,2024-04-17,3
BURJ KHALIFA,8,2024-04-24,0
BURJ KHALIFA,9,2024-05-01,0
BURJ KHALIFA,10,2024-05-08,0
BURJ KHALIFA,11,2024-05-15,0
BURJ KHALIFA,12,2024-05-22,0
BURJ KHALIFA,13,2024-05-29,0
BURJ KHALIFA,14,2024-06-05,5
BURJ KHALIFA,15,2024-06-12,48
BURJ KHALIFA,16,2024-06-19,44
BURJ KHALIFA,17,2024-06-26,50
BURJ KHALIFA,18,2024-07-03,37
BURJ KHALIFA,19,2024-07-10,39
BURJ KHALIFA,20,2024-07-17,32
BURJ KHALIFA,21,2024-07-24,42
BURJ KHALIFA,22,2024-07-31,36
BURJ KHALIFA,23,2024-08-07,33
BURJ KHALIFA,24,2024-08-14,32
BURJ KHALIFA,25,2024-08-21,38
BURJ KHALIFA,26,2024-08-28,40
BURJ KHALIFA,27,2024-09-04,7
BURJ KHALIFA,28,2024-09-11,26
BURJ KHALIFA,29,2024-09-18,42
BURJ KHALIFA,30,2024-09-25,2
BUSINESS BAY,1,2024-03-06,48
BUSINESS BAY,2,2024-03-13,49
BUSINESS BAY,3,2024-03-20,46
BUSINESS BAY,4,2024-03-27,40
BUSINESS BAY,5,2024-04-03,45
BUSINESS BAY,6,2024-04-10,58
BUSINESS BAY,7,2024-04-17,4
BUSINESS BAY,8,2024-04-24,0
BUSINESS BAY,9,2024-05-01,0
BUSINESS BAY,10,2024-05-08,0
BUSINESS BAY,11,2024-05-15,0
BUSINESS BAY,12,2024-05-22,0
BUSINESS BAY,13,2024-05-29,0
BUSINESS BAY,14,2024-06-05,14
BUSINESS BAY,15,2024-06-12,56
BUSINESS BAY,16,2024-06-19,77
BUSINESS BAY,17,2024-06-26,55
BUSINESS BAY,18,2024-07-03,64
BUSINESS BAY,19,2024-07-10,56
BUSINESS BAY,20,2024-07-17,55
BUSINESS BAY,21,2024-07-24,61
BUSINESS BAY,22,2024-07-31,61
BUSINESS BAY,23,2024-08-07,55
BUSINESS BAY,24,2024-08-14,46
BUSINESS BAY,25,2024-08-21,51
BUSINESS BAY,26,2024-08-28,79
BUSINESS BAY,27,2024-09-04,17
BUSINESS BAY,28,2024-09-11,43
BUSINESS BAY,29,2024-09-18,62
BUSINESS BAY,30,2024-09-25,3
CORNICHE DEIRA,1,2024-03-06,2
CORNICHE DEIRA,2,2024-03-13,1
CORNICHE DEIRA,3,2024-03-20,2
CORNICHE DEIRA,4,2024-03-27,1
CORNICHE DEIRA,5,2024-04-03,2
CORNICHE DEIRA,6,2024-04-10,2
CORNICHE DEIRA,7,2024-04-17,0
CORNICHE DEIRA,8,2024-04-24,0
CORNICHE DEIRA,9,2024-05-01,0
CORNICHE DEIRA,10,2024-05-08,0
CORNICHE DEIRA,11,2024-05-15,0
CORNICHE DEIRA,12,2024-05-22,0
CORNICHE DEIRA,13,2024-05-29,0
CORNICHE DEIRA,14,2024-06-05,0
CORNICHE DEIRA,15,2024-06-12,0
CORNICHE DEIRA,16,2024-06-19,3
CORNICHE DEIRA,17,2024-06-26,3
CORNICHE DEIRA,18,2024-07-03,2
CORNICHE DEIRA,19,2024-07-10,3
CORNICHE DEIRA,20,2024-07-17,4
CORNICHE DEIRA,21,2024-07-24,3
CORNICHE DEIRA,22,2024-07-31,1
CORNICHE DEIRA,23,2024-08-07,1
CORNICHE DEIRA,24,2024-08-14,2
CORNICHE DEIRA,25,2024-08-21,4
CORNICHE DEIRA,26,2024-08-28,2
CORNICHE DEIRA,27,2024-09-04,0
CORNICHE DEIRA,28,2024-09-11,1
CORNICHE DEIRA,29,2024-09-18,3
CORNICHE DEIRA,30,2024-09-25,1
DUBAI INT'L AIRPORT,1,2024-03-06,24
DUBAI INT'L AIRPORT,2,2024-03-13,20
DUBAI INT'L AIRPORT,3,2024-03-20,31
DUBAI INT'L AIRPORT,4,2024-03-27,19
DUBAI INT'L AIRPORT,5,2024-04-03,28
DUBAI INT'L AIRPORT,6,2024-04-10,28
DUBAI INT'L AIRPORT,7,2024-04-17,2
DUBAI INT'L AIRPORT,8,2024-04-24,0
DUBAI INT'L AIRPORT,9,2024-05-01,0
DUBAI INT'L AIRPORT,10,2024-05-08,0
DUBAI INT'L AIRPORT,11,2024-05-15,0
DUBAI INT'L AIRPORT,12,2024-05-22,0
DUBAI INT'L AIRPORT,13,2024-05-29,0
DUBAI INT'L AIRPORT,14,2024-06-05,4
DUBAI INT'L AIRPORT,15,2024-06-12,22
DUBAI INT'L AIRPORT,16,2024-06-19,29
DUBAI INT'L AIRPORT,17,2024-06-26,29
DUBAI INT'L AIRPORT,18,2024-07-03,26
DUBAI INT'L AIRPORT,19,2024-07-10,19
DUBAI INT'L AIRPORT,20,2024-07-17,26
DUBAI INT'L AIRPORT,21,2024-07-24,23
DUBAI INT'L AIRPORT,22,2024-07-31,17
DUBAI INT'L AIRPORT,23,2024-08-07,22
DUBAI INT'L AIRPORT,24,2024-08-14,30
DUBAI INT'L AIRPORT,25,2024-08-21,27
DUBAI INT'L AIRPORT,26,2024-08-28,27
DUBAI INT'L AIRPORT,27,2024-09-04,2
DUBAI INT'L AIRPORT,28,2024-09-11,20
DUBAI INT'L AIRPORT,29,2024-09-18,21
DUBAI INT'L AIRPORT,30,2024-09-25,0
DUBAI INVESTMENT PARK FIRST,1,2024-03-06,22
DUBAI INVESTMENT PARK FIRST,2,2024-03-13,18
DUBAI INVESTMENT PARK FIRST,3,2024-03-20,11
DUBAI INVESTMENT PARK FIRST,4,2024-03-27,20
DUBAI INVESTMENT PARK FIRST,5,2024-04-03,16
DUBAI INVESTMENT PARK FIRST,6,2024-04-10,30
DUBAI INVESTMENT PARK FIRST,7,2024-04-17,1
DUBAI INVESTMENT PARK FIRST,8,2024-04-24,0
DUBAI INVESTMENT PARK FIRST,9,2024-05-01,0
DUBAI INVESTMENT PARK FIRST,10,2024-05-08,0
DUBAI INVESTMENT PARK FIRST,11,2024-05-15,0
DUBAI INVESTMENT PARK FIRST,12,2024-05-22,0
DUBAI INVESTMENT PARK FIRST,13,2024-05-29,0
DUBAI INVESTMENT PARK FIRST,14,2024-06-05,2
DUBAI INVESTMENT PARK FIRST,15,2024-06-12,11
DUBAI INVESTMENT PARK FIRST,16,2024-06-19,19
DUBAI INVESTMENT PARK FIRST,17,2024-06-26,20
DUBAI INVESTMENT PARK FIRST,18,2024-07-03,45
DUBAI INVESTMENT PARK FIRST,19,2024-07-10,27
DUBAI INVESTMENT PARK FIRST,20,2024-07-17,24
DUBAI INVESTMENT PARK FIRST,21,2024-07-24,14
DUBAI INVESTMENT PARK FIRST,22,2024-07-31,20
DUBAI INVESTMENT PARK FIRST,23,2024-08-07,23
DUBAI INVESTMENT PARK FIRST,24,2024-08-14,27
DUBAI INVESTMENT PARK FIRST,25,2024-08-21,25
DUBAI INVESTMENT PARK FIRST,26,2024-08-28,27
DUBAI INVESTMENT PARK FIRST,27,2024-09-04,7
DUBAI INVESTMENT PARK FIRST,28,2024-09-11,24
DUBAI INVESTMENT PARK FIRST,29,2024-09-18,30
DUBAI INVESTMENT PARK FIRST,30,2024-09-25,4
DUBAI INVESTMENT PARK SECOND,1,2024-03-06,11
DUBAI INVESTMENT PARK SECOND,2,2024-03-13,14
DUBAI INVESTMENT PARK SECOND,3,2024-03-20,12
DUBAI INVESTMENT PARK SECOND,4,2024-03-27,12
DUBAI INVESTMENT PARK SECOND,5,2024-04-03,14
DUBAI INVESTMENT PARK SECOND,6,2024-04-10,15
DUBAI INVESTMENT PARK SECOND,7,2024-04-17,1
DUBAI INVESTMENT PARK SECOND,8,2024-04-24,0
DUBAI INVESTMENT PARK SECOND,9,2024-05-01,0
DUBAI INVESTMENT PARK SECOND,10,2024-05-08,0
DUBAI INVESTMENT PARK SECOND,11,2024-05-15,0
DUBAI INVESTMENT PARK SECOND,12,2024-05-22,0
DUBAI INVESTMENT PARK SECOND,13,2024-05-29,0
DUBAI INVESTMENT PARK SECOND,14,2024-06-05,3
DUBAI INVESTMENT PARK SECOND,15,2024-06-12,4
DUBAI INVESTMENT PARK SECOND,16,2024-06-19,12
DUBAI INVESTMENT PARK SECOND,17,2024-06-26,23
DUBAI INVESTMENT PARK SECOND,18,2024-07-03,8
DUBAI INVESTMENT PARK SECOND,19,2024-07-10,14
DUBAI INVESTMENT PARK SECOND,20,2024-07-17,21
DUBAI INVESTMENT PARK SECOND,21,2024-07-24,9
DUBAI INVESTMENT PARK SECOND,22,2024-07-31,8
DUBAI INVESTMENT PARK SECOND,23,2024-08-07,12
DUBAI INVESTMENT PARK SECOND,24,2024-08-14,7
DUBAI INVESTMENT PARK SECOND,25,2024-08-21,13
DUBAI INVESTMENT PARK SECOND,26,2024-08-28,8
DUBAI INVESTMENT PARK SECOND,27,2024-09-04,1
DUBAI INVESTMENT PARK SECOND,28,2024-09-11,14
DUBAI INVESTMENT PARK SECOND,29,2024-09-18,13
DUBAI INVESTMENT PARK SECOND,30,2024-09-25,1
ENKHALI,1,2024-03-06,0
ENKHALI,2,2024-03-13,1
ENKHALI,3,2024-03-20,0
ENKHALI,4,2024-03-27,0
ENKHALI,5,2024-04-03,0
ENKHALI,6,2024-04-10,2
ENKHALI,7,2024-04-17,0
ENKHALI,8,2024-04-24,0
ENKHALI,9,2024-05-01,0
ENKHALI,10,2024-05-08,0
ENKHALI,11,2024-05-15,0
ENKHALI,12,2024-05-22,0
ENKHALI,13,2024-05-29,0
ENKHALI,14,2024-06-05,0
ENKHALI,15,2024-06-12,0
ENKHALI,16,2024-06-19,0
ENKHALI,17,2024-06-26,1
ENKHALI,18,2024-07-03,1
ENKHALI,19,2024-07-10,0
ENKHALI,20,2024-07-17,1
ENKHALI,21,2024-07-24,1
ENKHALI,22,2024-07-31,0
ENKHALI,23,2024-08-07,0
ENKHALI,24,2024-08-14,0
ENKHALI,25,2024-08-21,1
ENKHALI,26,2024-08-28,1
ENKHALI,27,2024-09-04,0
ENKHALI,28,2024-09-11,2
ENKHALI,29,2024-09-18,0
ENKHALI,30,2024-09-25,0
GHADEER BARASHY,1,2024-03-06,2
GHADEER BARASHY,2,2024-03-13,2
GHADEER BARASHY,3,2024-03-20,0
GHADEER BARASHY,4,2024-03-27,1
GHADEER BARASHY,5,2024-04-03,2
GHADEER BARASHY,6,2024-04-10,1
GHADEER BARASHY,7,2024-04-17,0
GHADEER BARASHY,8,2024-04-24,0
GHADEER BARASHY,9,2024-05-01,0
GHADEER BARASHY,10,2024-05-08,0
GHADEER BARASHY,11,2024-05-15,0
GHADEER BARASHY,12,2024-05-22,0
GHADEER BARASHY,13,2024-05-29,0
GHADEER BARASHY,14,2024-06-05,0
GHADEER BARASHY,15,2024-06-12,2
GHADEER BARASHY,16,2024-06-19,1
GHADEER BARASHY,17,2024-06-26,1
GHADEER BARASHY,18,2024-07-03,0
GHADEER BARASHY,19,2024-07-10,1
GHADEER BARASHY,20,2024-07-17,0
GHADEER BARASHY,21,2024-07-24,0
GHADEER BARASHY,22,2024-07-31,0
GHADEER BARASHY,23,2024-08-07,0
GHADEER BARASHY,24,2024-08-14,0
GHADEER BARASHY,25,2024-08-21,0
GHADEER BARASHY,26,2024-08-28,0
GHADEER BARASHY,27,2024-09-04,0
GHADEER BARASHY,28,2024-09-11,0
GHADEER BARASHY,29,2024-09-18,0
GHADEER BARASHY,30,2024-09-25,0
GRAYTEESAH,1,2024-03-06,4
GRAYTEESAH,2,2024-03-13,3
GRAYTEESAH,3,2024-03-20,2
GRAYTEESAH,4,2024-03-27,1
GRAYTEESAH,5,2024-04-03,5
GRAYTEESAH,6,2024-04-10,3
GRAYTEESAH,7,2024-04-17,0
GRAYTEESAH,8,2024-04-24,0
GRAYTEESAH,9,2024-05-01,0
GRAYTEESAH,10,2024-05-08,0
GRAYTEESAH,11,2024-05-15,0
GRAYTEESAH,12,2024-05-22,0
GRAYTEESAH,13,2024-05-29,0
GRAYTEESAH,14,2024-06-05,0
GRAYTEESAH,15,2024-06-12,4
GRAYTEESAH,16,2024-06-19,1
GRAYTEESAH,17,2024-06-26,0
GRAYTEESAH,18,2024-07-03,2
GRAYTEESAH,19,2024-07-10,2
GRAYTEESAH,20,2024-07-17,6
GRAYTEESAH,21,2024-07-24,1
GRAYTEESAH,22,2024-07-31,1
GRAYTEESAH,23,2024-08-07,3
GRAYTEESAH,24,2024-08-14,1
GRAYTEESAH,25,2024-08-21,2
GRAYTEESAH,26,2024-08-28,1
GRAYTEESAH,27,2024-09-04,1
GRAYTEESAH,28,2024-09-11,1
GRAYTEESAH,29,2024-09-18,0
GRAYTEESAH,30,2024-09-25,1
HADAEQ SHEIKH MOHAMMED BIN RASHID,1,2024-03-06,30
HADAEQ SHEIKH MOHAMMED BIN RASHID,2,2024-03-13,35
HADAEQ SHEIKH MOHAMMED BIN RASHID,3,2024-03-20,23
HADAEQ SHEIKH MOHAMMED BIN RASHID,4,2024-03-27,23
HADAEQ SHEIKH MOHAMMED BIN RASHID,5,2024-04-03,14
HADAEQ SHEIKH MOHAMMED BIN RASHID,6,2024-04-10,19
HADAEQ SHEIKH MOHAMMED BIN RASHID,7,2024-04-17,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,8,2024-04-24,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,9,2024-05-01,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,10,2024-05-08,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,11,2024-05-15,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,12,2024-05-22,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,13,2024-05-29,0
HADAEQ SHEIKH MOHAMMED BIN RASHID,14,2024-06-05,11
HADAEQ SHEIKH MOHAMMED BIN RASHID,15,2024-06-12,37
HADAEQ SHEIKH MOHAMMED BIN RASHID,16,2024-06-19,34
HADAEQ SHEIKH MOHAMMED BIN RASHID,17,2024-06-26,32
HADAEQ SHEIKH MOHAMMED BIN RASHID,18,2024-07-03,27
HADAEQ SHEIKH MOHAMMED BIN RASHID,19,2024-07-10,22
HADAEQ SHEIKH MOHAMMED BIN RASHID,20,2024-07-17,31
HADAEQ SHEIKH MOHAMMED BIN RASHID,21,2024-07-24,32
HADAEQ SHEIKH MOHAMMED BIN RASHID,22,2024-07-31,35
HADAEQ SHEIKH MOHAMMED BIN RASHID,23,2024-08-07,31
HADAEQ SHEIKH MOHAMMED BIN RASHID,24,2024-08-14,33
HADAEQ SHEIKH MOHAMMED BIN RASHID,25,2024-08-21,31
HADAEQ SHEIKH MOHAMMED BIN RASHID,26,2024-08-28,53
HADAEQ SHEIKH MOHAMMED BIN RASHID,27,2024-09-04,6
HADAEQ SHEIKH MOHAMMED BIN RASHID,28,2024-09-11,22
HADAEQ SHEIKH MOHAMMED BIN RASHID,29,2024-09-18,40
HADAEQ SHEIKH MOHAMMED BIN RASHID,30,2024-09-25,7
HATTA,1,2024-03-06,7
HATTA,2,2024-03-13,1
HATTA,3,2024-03-20,7
HATTA,4,2024-03-27,5
HATTA,5,2024-04-03,8
HATTA,6,2024-04-10,5
HATTA,7,2024-04-17,1
HATTA,8,2024-04-24,0
HATTA,9,2024-05-01,0
HATTA,10,2024-05-08,0
HATTA,11,2024-05-15,0
HATTA,12,2024-05-22,0
HATTA,13,2024-05-29,0
HATTA,14,2024-06-05,0
HATTA,15,2024-06-12,5
HATTA,16,2024-06-19,6
HATTA,17,2024-06-26,4
HATTA,18,2024-07-03,8
HATTA,19,2024-07-10,4
HATTA,20,2024-07-17,4
HATTA,21,2024-07-24,7
HATTA,22,2024-07-31,5
HATTA,23,2024-08-07,2
HATTA,24,2024-08-14,7
HATTA,25,2024-08-21,6
HATTA,26,2024-08-28,9
HATTA,27,2024-09-04,2
HATTA,28,2024-09-11,4
HATTA,29,2024-09-18,6
HATTA,30,2024-09-25,0
HEFAIR,1,2024-03-06,0
HEFAIR,2,2024-03-13,0
HEFAIR,3,2024-03-20,0
HEFAIR,4,2024-03-27,0
HEFAIR,5,2024-04-03,0
HEFAIR,6,2024-04-10,1
HEFAIR,7,2024-04-17,0
HEFAIR,8,2024-04-24,0
HEFAIR,9,2024-05-01,0
HEFAIR,10,2024-05-08,0
HEFAIR,11,2024-05-15,0
HEFAIR,12,2024-05-22,0
HEFAIR,13,2024-05-29,0
HEFAIR,14,2024-06-05,0
HEFAIR,15,2024-06-12,0
HEFAIR,16,2024-06-19,0
HEFAIR,17,2024-06-26,0
HEFAIR,18,2024-07-03,0
HEFAIR,19,2024-07-10,0
HEFAIR,20,2024-07-17,0
HEFAIR,21,2024-07-24,0
HEFAIR,22,2024-07-31,0
HEFAIR,23,2024-08-07,0
HEFAIR,24,2024-08-14,0
HEFAIR,25,2024-08-21,0
HEFAIR,26,2024-08-28,0
HEFAIR,27,2024-09-04,0
HEFAIR,28,2024-09-11,0
HEFAIR,29,2024-09-18,0
HEFAIR,30,2024-09-25,0
HESSYAN FIRST,1,2024-03-06,5
HESSYAN FIRST,2,2024-03-13,3
HESSYAN FIRST,3,2024-03-20,2
HESSYAN FIRST,4,2024-03-27,3
HESSYAN FIRST,5,2024-04-03,4
HESSYAN FIRST,6,2024-04-10,2
HESSYAN FIRST,7,2024-04-17,0
HESSYAN FIRST,8,2024-04-24,0
HESSYAN FIRST,9,2024-05-01,0
HESSYAN FIRST,10,2024-05-08,0
HESSYAN FIRST,11,2024-05-15,0
HESSYAN FIRST,12,2024-05-22,0
HESSYAN FIRST,13,2024-05-29,0
HESSYAN FIRST,14,2024-06-05,1
HESSYAN FIRST,15,2024-06-12,3
HESSYAN FIRST,16,2024-06-19,1
HESSYAN FIRST,17,2024-06-26,6
HESSYAN FIRST,18,2024-07-03,3
HESSYAN FIRST,19,2024-07-10,2
HESSYAN FIRST,20,2024-07-17,3
HESSYAN FIRST,21,2024-07-24,0
HESSYAN FIRST,22,2024-07-31,4
HESSYAN FIRST,23,2024-08-07,2
HESSYAN FIRST,24,2024-08-14,0
HESSYAN FIRST,25,2024-08-21,4
HESSYAN FIRST,26,2024-08-28,4
HESSYAN FIRST,27,2024-09-04,0
HESSYAN FIRST,28,2024-09-11,3
HESSYAN FIRST,29,2024-09-18,5
HESSYAN FIRST,30,2024-09-25,1
HESSYAN SECOND,1,2024-03-06,3
HESSYAN SECOND,2,2024-03-13,1
HESSYAN SECOND,3,2024-03-20,6
HESSYAN SECOND,4,2024-03-27,2
HESSYAN SECOND,5,2024-04-03,2
HESSYAN SECOND,6,2024-04-10,2
HESSYAN SECOND,7,2024-04-17,0
HESSYAN SECOND,8,2024-04-24,0
HESSYAN SECOND,9,2024-05-01,0
HESSYAN SECOND,10,2024-05-08,0
HESSYAN SECOND,11,2024-05-15,0
HESSYAN SECOND,12,2024-05-22,0
HESSYAN SECOND,13,2024-05-29,0
HESSYAN SECOND,14,2024-06-05,0
HESSYAN SECOND,15,2024-06-12,4
HESSYAN SECOND,16,2024-06-19,3
HESSYAN SECOND,17,2024-06-26,1
HESSYAN SECOND,18,2024-07-03,3
HESSYAN SECOND,19,2024-07-10,2
HESSYAN SECOND,20,2024-07-17,2
HESSYAN SECOND,21,2024-07-24,2
HESSYAN SECOND,22,2024-07-31,0
HESSYAN SECOND,23,2024-08-07,1
HESSYAN SECOND,24,2024-08-14,1
HESSYAN SECOND,25,2024-08-21,1
HESSYAN SECOND,26,2024-08-28,2
HESSYAN SECOND,27,2024-09-04,1
HESSYAN SECOND,28,2024-09-11,2
HESSYAN SECOND,29,2024-09-18,1
HESSYAN SECOND,30,2024-09-25,0
HOR AL ANZ,1,2024-03-06,17
HOR AL ANZ,2,2024-03-13,20
HOR AL ANZ,3,2024-03-20,22
HOR AL ANZ,4,2024-03-27,10
HOR AL ANZ,5,2024-04-03,21
HOR AL ANZ,6,2024-04-10,15
HOR AL ANZ,7,2024-04-17,0
HOR AL ANZ,8,2024-04-24,0
HOR AL ANZ,9,2024-05-01,0
HOR AL ANZ,10,2024-05-08,0
HOR AL ANZ,11,2024-05-15,0
HOR AL ANZ,12,2024-05-22,0
HOR AL ANZ,13,2024-05-29,0
HOR AL ANZ,14,2024-06-05,1
HOR AL ANZ,15,2024-06-12,19
HOR AL ANZ,16,2024-06-19,22
HOR AL ANZ,17,2024-06-26,25
HOR AL ANZ,18,2024-07-03,21
HOR AL ANZ,19,2024-07-10,18
HOR AL ANZ,20,2024-07-17,19
HOR AL ANZ,21,2024-07-24,18
HOR AL ANZ,22,2024-07-31,11
HOR AL ANZ,23,2024-08-07,12
HOR AL ANZ,24,2024-08-14,11
HOR AL ANZ,25,2024-08-21,11
HOR AL ANZ,26,2024-08-28,20
HOR AL ANZ,27,2024-09-04,0
HOR AL ANZ,28,2024-09-11,11
HOR AL ANZ,29,2024-09-18,18
HOR AL ANZ,30,2024-09-25,0
HOR AL ANZ EAST,1,2024-03-06,15
HOR AL ANZ EAST,2,2024-03-13,11
HOR AL ANZ EAST,3,2024-03-20,11
HOR AL ANZ EAST,4,2024-03-27,11
HOR AL ANZ EAST,5,2024-04-03,14
HOR AL ANZ EAST,6,2024-04-10,10
HOR AL ANZ EAST,7,2024-04-17,1
