Community,week_index,week_start,Accident_Count
AL RASHIDIYA,16,2024-06-19,31
AL RASHIDIYA,17,2024-06-26,27
AL RASHIDIYA,18,2024-07-03,22
AL RASHIDIYA,19,2024-07-10,34
AL RASHIDIYA,20,2024-07-17,20
AL RASHIDIYA,21,2024-07-24,19
AL RASHIDIYA,22,2024-07-31,19
AL RASHIDIYA,23,2024-08-07,31
AL RASHIDIYA,24,2024-08-14,21
AL RASHIDIYA,25,2024-08-21,21
AL RASHIDIYA,26,2024-08-28,25
AL RASHIDIYA,27,2024-09-04,6
AL RASHIDIYA,28,2024-09-11,16
AL RASHIDIYA,29,2024-09-18,29
AL RASHIDIYA,30,2024-09-25,4
AL RIGGA,1,2024-03-06,2
AL RIGGA,2,2024-03-13,5
AL RIGGA,3,2024-03-20,8
AL RIGGA,4,2024-03-27,4
AL RIGGA,5,2024-04-03,3
AL RIGGA,6,2024-04-10,8
AL RIGGA,7,2024-04-17,0
AL RIGGA,8,2024-04-24,0
AL RIGGA,9,2024-05-01,0
AL RIGGA,10,2024-05-08,0
AL RIGGA,11,2024-05-15,0
AL RIGGA,12,2024-05-22,0
AL RIGGA,13,2024-05-29,0
AL RIGGA,14,2024-06-05,0
AL RIGGA,15,2024-06-12,3
AL RIGGA,16,2024-06-19,4
AL RIGGA,17,2024-06-26,3
AL RIGGA,18,2024-07-03,5
AL RIGGA,19,2024-07-10,4
AL RIGGA,20,2024-07-17,4
AL RIGGA,21,2024-07-24,6
AL RIGGA,22,2024-07-31,5
AL RIGGA,23,2024-08-07,5
AL RIGGA,24,2024-08-14,3
AL RIGGA,25,2024-08-21,9
AL RIGGA,26,2024-08-28,5
AL RIGGA,27,2024-09-04,1
AL RIGGA,28,2024-09-11,1
AL RIGGA,29,2024-09-18,3
AL RIGGA,30,2024-09-25,0
AL ROWAIYAH FIRST,1,2024-03-06,11
AL ROWAIYAH FIRST,2,2024-03-13,4
AL ROWAIYAH FIRST,3,2024-03-20,2
AL ROWAIYAH FIRST,4,2024-03-27,6
AL ROWAIYAH FIRST,5,2024-04-03,3
AL ROWAIYAH FIRST,6,2024-04-10,1
AL ROWAIYAH FIRST,7,2024-04-17,0
AL ROWAIYAH FIRST,8,2024-04-24,0
AL ROWAIYAH FIRST,9,2024-05-01,0
AL ROWAIYAH FIRST,10,2024-05-08,0
AL ROWAIYAH FIRST,11,2024-05-15,0
AL ROWAIYAH FIRST,12,2024-05-22,0
AL ROWAIYAH FIRST,13,2024-05-29,0
AL ROWAIYAH FIRST,14,2024-06-05,1
AL ROWAIYAH FIRST,15,2024-06-12,5
AL ROWAIYAH FIRST,16,2024-06-19,4
AL ROWAIYAH FIRST,17,2024-06-26,2
AL ROWAIYAH FIRST,18,2024-07-03,4
AL ROWAIYAH FIRST,19,2024-07-10,3
AL ROWAIYAH FIRST,20,2024-07-17,1
AL ROWAIYAH FIRST,21,2024-07-24,3
AL ROWAIYAH FIRST,22,2024-07-31,8
AL ROWAIYAH FIRST,23,2024-08-07,8
AL ROWAIYAH FIRST,24,2024-08-14,7
AL ROWAIYAH FIRST,25,2024-08-21,6
AL ROWAIYAH FIRST,26,2024-08-28,7
AL ROWAIYAH FIRST,27,2024-09-04,1
AL ROWAIYAH FIRST,28,2024-09-11,8
AL ROWAIYAH FIRST,29,2024-09-18,7
AL ROWAIYAH FIRST,30,2024-09-25,0
AL ROWAIYAH SECOND,1,2024-03-06,11
AL ROWAIYAH SECOND,2,2024-03-13,11
AL ROWAIYAH SECOND,3,2024-03-20,5
AL ROWAIYAH SECOND,4,2024-03-27,1
AL ROWAIYAH SECOND,5,2024-04-03,1
AL ROWAIYAH SECOND,6,2024-04-10,7
AL ROWAIYAH SECOND,7,2024-04-17,2
AL ROWAIYAH SECOND,8,2024-04-24,0
AL ROWAIYAH SECOND,9,2024-05-01,0
AL ROWAIYAH SECOND,10,2024-05-08,0
AL ROWAIYAH SECOND,11,2024-05-15,0
AL ROWAIYAH SECOND,12,2024-05-22,0
AL ROWAIYAH SECOND,13,2024-05-29,0
AL ROWAIYAH SECOND,14,2024-06-05,3
AL ROWAIYAH SECOND,15,2024-06-12,6
AL ROWAIYAH SECOND,16,2024-06-19,5
AL ROWAIYAH SECOND,17,2024-06-26,5
AL ROWAIYAH SECOND,18,2024-07-03,5
AL ROWAIYAH SECOND,19,2024-07-10,0
AL ROWAIYAH SECOND,20,2024-07-17,1
AL ROWAIYAH SECOND,21,2024-07-24,7
AL ROWAIYAH SECOND,22,2024-07-31,5
AL ROWAIYAH SECOND,23,2024-08-07,2
AL ROWAIYAH SECOND,24,2024-08-14,2
AL ROWAIYAH SECOND,25,2024-08-21,8
AL ROWAIYAH SECOND,26,2024-08-28,14
AL ROWAIYAH SECOND,27,2024-09-04,2
AL ROWAIYAH SECOND,28,2024-09-11,6
AL ROWAIYAH SECOND,29,2024-09-18,4
AL ROWAIYAH SECOND,30,2024-09-25,1
AL ROWAIYAH THIRD,1,2024-03-06,10
AL ROWAIYAH THIRD,2,2024-03-13,9
AL ROWAIYAH THIRD,3,2024-03-20,7
AL ROWAIYAH THIRD,4,2024-03-27,8
AL ROWAIYAH THIRD,5,2024-04-03,8
AL ROWAIYAH THIRD,6,2024-04-10,8
AL ROWAIYAH THIRD,7,2024-04-17,1
AL ROWAIYAH THIRD,8,2024-04-24,0
AL ROWAIYAH THIRD,9,2024-05-01,0
AL ROWAIYAH THIRD,10,2024-05-08,0
AL ROWAIYAH THIRD,11,2024-05-15,0
AL ROWAIYAH THIRD,12,2024-05-22,0
AL ROWAIYAH THIRD,13,2024-05-29,0
AL ROWAIYAH THIRD,14,2024-06-05,0
AL ROWAIYAH THIRD,15,2024-06-12,11
AL ROWAIYAH THIRD,16,2024-06-19,9
AL ROWAIYAH THIRD,17,2024-06-26,5
AL ROWAIYAH THIRD,18,2024-07-03,6
AL ROWAIYAH THIRD,19,2024-07-10,6
AL ROWAIYAH THIRD,20,2024-07-17,13
AL ROWAIYAH THIRD,21,2024-07-24,11
AL ROWAIYAH THIRD,22,2024-07-31,5
AL ROWAIYAH THIRD,23,2024-08-07,16
AL ROWAIYAH THIRD,24,2024-08-14,17
AL ROWAIYAH THIRD,25,2024-08-21,12
AL ROWAIYAH THIRD,26,2024-08-28,15
AL ROWAIYAH THIRD,27,2024-09-04,1
AL ROWAIYAH THIRD,28,2024-09-11,7
AL ROWAIYAH THIRD,29,2024-09-18,9
AL ROWAIYAH THIRD,30,2024-09-25,2
AL SABKHA,1,2024-03-06,0
AL SABKHA,2,2024-03-13,0
AL SABKHA,3,2024-03-20,1
AL SABKHA,4,2024-03-27,0
AL SABKHA,5,2024-04-03,1
AL SABKHA,6,2024-04-10,0
AL SABKHA,7,2024-04-17,0
AL SABKHA,8,2024-04-24,0
AL SABKHA,9,2024-05-01,0
AL SABKHA,10,2024-05-08,0
AL SABKHA,11,2024-05-15,0
AL SABKHA,12,2024-05-22,0
AL SABKHA,13,2024-05-29,0
AL SABKHA,14,2024-06-05,0
AL SABKHA,15,2024-06-12,0
AL SABKHA,16,2024-06-19,0
AL SABKHA,17,2024-06-26,0
AL SABKHA,18,2024-07-03,1
AL SABKHA,19,2024-07-10,1
AL SABKHA,20,2024-07-17,0
AL SABKHA,21,2024-07-24,1
AL SABKHA,22,2024-07-31,0
AL SABKHA,23,2024-08-07,0
AL SABKHA,24,2024-08-14,1
AL SABKHA,25,2024-08-21,0
AL SABKHA,26,2024-08-28,1
AL SABKHA,27,2024-09-04,0
AL SABKHA,28,2024-09-11,0
AL SABKHA,29,2024-09-18,2
AL SABKHA,30,2024-09-25,0
AL SAFA FIRST,1,2024-03-06,8
AL SAFA FIRST,2,2024-03-13,12
AL SAFA FIRST,3,2024-03-20,4
AL SAFA FIRST,4,2024-03-27,11
AL SAFA FIRST,5,2024-04-03,2
AL SAFA FIRST,6,2024-04-10,11
AL SAFA FIRST,7,2024-04-17,1
AL SAFA FIRST,8,2024-04-24,0
AL SAFA FIRST,9,2024-05-01,0
AL SAFA FIRST,10,2024-05-08,0
AL SAFA FIRST,11,2024-05-15,0
AL SAFA FIRST,12,2024-05-22,0
AL SAFA FIRST,13,2024-05-29,0
AL SAFA FIRST,14,2024-06-05,3
AL SAFA FIRST,15,2024-06-12,10
AL SAFA FIRST,16,2024-06-19,8
AL SAFA FIRST,17,2024-06-26,10
AL SAFA FIRST,18,2024-07-03,7
AL SAFA FIRST,19,2024-07-10,8
AL SAFA FIRST,20,2024-07-17,5
AL SAFA FIRST,21,2024-07-24,16
AL SAFA FIRST,22,2024-07-31,8
AL SAFA FIRST,23,2024-08-07,11
AL SAFA FIRST,24,2024-08-14,8
AL SAFA FIRST,25,2024-08-21,10
AL SAFA FIRST,26,2024-08-28,12
AL SAFA FIRST,27,2024-09-04,1
AL SAFA FIRST,28,2024-09-11,10
AL SAFA FIRST,29,2024-09-18,13
AL SAFA FIRST,30,2024-09-25,3
AL SAFA SECOND,1,2024-03-06,10
AL SAFA SECOND,2,2024-03-13,9
AL SAFA SECOND,3,2024-03-20,1
AL SAFA SECOND,4,2024-03-27,7
AL SAFA SECOND,5,2024-04-03,7
AL SAFA SECOND,6,2024-04-10,7
AL SAFA SECOND,7,2024-04-17,0
AL SAFA SECOND,8,2024-04-24,0
AL SAFA SECOND,9,2024-05-01,0
AL SAFA SECOND,10,2024-05-08,0
AL SAFA SECOND,11,2024-05-15,0
AL SAFA SECOND,12,2024-05-22,0
AL SAFA SECOND,13,2024-05-29,0
AL SAFA SECOND,14,2024-06-05,0
AL SAFA SECOND,15,2024-06-12,5
AL SAFA SECOND,16,2024-06-19,8
AL SAFA SECOND,17,2024-06-26,5
AL SAFA SECOND,18,2024-07-03,6
AL SAFA SECOND,19,2024-07-10,9
AL SAFA SECOND,20,2024-07-17,13
AL SAFA SECOND,21,2024-07-24,3
AL SAFA SECOND,22,2024-07-31,3
AL SAFA SECOND,23,2024-08-07,12
AL SAFA SECOND,24,2024-08-14,8
AL SAFA SECOND,25,2024-08-21,5
AL SAFA SECOND,26,2024-08-28,11
AL SAFA SECOND,27,2024-09-04,3
AL SAFA SECOND,28,2024-09-11,1
AL SAFA SECOND,29,2024-09-18,6
AL SAFA SECOND,30,2024-09-25,0
AL SAFOUH FIRST,1,2024-03-06,10
AL SAFOUH FIRST,2,2024-03-13,13
AL SAFOUH FIRST,3,2024-03-20,9
AL SAFOUH FIRST,4,2024-03-27,9
AL SAFOUH FIRST,5,2024-04-03,6
AL SAFOUH FIRST,6,2024-04-10,5
AL SAFOUH FIRST,7,2024-04-17,0
AL SAFOUH FIRST,8,2024-04-24,0
AL SAFOUH FIRST,9,2024-05-01,0
AL SAFOUH FIRST,10,2024-05-08,0
AL SAFOUH FIRST,11,2024-05-15,0
AL SAFOUH FIRST,12,2024-05-22,0
AL SAFOUH FIRST,13,2024-05-29,0
AL SAFOUH FIRST,14,2024-06-05,2
AL SAFOUH FIRST,15,2024-06-12,11
AL SAFOUH FIRST,16,2024-06-19,7
AL SAFOUH FIRST,17,2024-06-26,15
AL SAFOUH FIRST,18,2024-07-03,6
AL SAFOUH FIRST,19,2024-07-10,10
AL SAFOUH FIRST,20,2024-07-17,13
AL SAFOUH FIRST,21,2024-07-24,10
AL SAFOUH FIRST,22,2024-07-31,11
AL SAFOUH FIRST,23,2024-08-07,7
AL SAFOUH FIRST,24,2024-08-14,4
AL SAFOUH FIRST,25,2024-08-21,15
AL SAFOUH FIRST,26,2024-08-28,14
AL SAFOUH FIRST,27,2024-09-04,3
AL SAFOUH FIRST,28,2024-09-11,9
AL SAFOUH FIRST,29,2024-09-18,22
AL SAFOUH FIRST,30,2024-09-25,1
AL SAFOUH SECOND,1,2024-03-06,16
AL SAFOUH SECOND,2,2024-03-13,11
AL SAFOUH SECOND,3,2024-03-20,13
AL SAFOUH SECOND,4,2024-03-27,15
AL SAFOUH SECOND,5,2024-04-03,16
AL SAFOUH SECOND,6,2024-04-10,22
AL SAFOUH SECOND,7,2024-04-17,0
AL SAFOUH SECOND,8,2024-04-24,0
AL SAFOUH SECOND,9,2024-05-01,0
AL SAFOUH SECOND,10,2024-05-08,0
AL SAFOUH SECOND,11,2024-05-15,0
AL SAFOUH SECOND,12,2024-05-22,0
AL SAFOUH SECOND,13,2024-05-29,0
AL SAFOUH SECOND,14,2024-06-05,6
AL SAFOUH SECOND,15,2024-06-12,11
AL SAFOUH SECOND,16,2024-06-19,16
AL SAFOUH SECOND,17,2024-06-26,18
AL SAFOUH SECOND,18,2024-07-03,17
AL SAFOUH SECOND,19,2024-07-10,14
AL SAFOUH SECOND,20,2024-07-17,21
AL SAFOUH SECOND,21,2024-07-24,15
AL SAFOUH SECOND,22,2024-07-31,17
AL SAFOUH SECOND,23,2024-08-07,6
AL SAFOUH SECOND,24,2024-08-14,18
AL SAFOUH SECOND,25,2024-08-21,13
AL SAFOUH SECOND,26,2024-08-28,18
AL SAFOUH SECOND,27,2024-09-04,2
AL SAFOUH SECOND,28,2024-09-11,14
AL SAFOUH SECOND,29,2024-09-18,16
AL SAFOUH SECOND,30,2024-09-25,3
AL SATWA,1,2024-03-06,29
AL SATWA,2,2024-03-13,18
AL SATWA,3,2024-03-20,15
AL SATWA,4,2024-03-27,16
AL SATWA,5,2024-04-03,17
AL SATWA,6,2024-04-10,24
AL SATWA,7,2024-04-17,0
AL SATWA,8,2024-04-24,0
AL SATWA,9,2024-05-01,0
AL SATWA,10,2024-05-08,0
AL SATWA,11,2024-05-15,0
AL SATWA,12,2024-05-22,0
AL SATWA,13,2024-05-29,0
AL SATWA,14,2024-06-05,5
AL SATWA,15,2024-06-12,29
AL SATWA,16,2024-06-19,23
AL SATWA,17,2024-06-26,17
AL SATWA,18,2024-07-03,16
AL SATWA,19,2024-07-10,34
AL SATWA,20,2024-07-17,22
AL SATWA,21,2024-07-24,23
AL SATWA,22,2024-07-31,20
AL SATWA,23,2024-08-07,25
AL SATWA,24,2024-08-14,25
AL SATWA,25,2024-08-21,26
AL SATWA,26,2024-08-28,27
AL SATWA,27,2024-09-04,5
AL SATWA,28,2024-09-11,13
AL SATWA,29,2024-09-18,19
AL SATWA,30,2024-09-25,1
AL SELAL,1,2024-03-06,2
AL SELAL,2,2024-03-13,1
AL SELAL,3,2024-03-20,4
AL SELAL,4,2024-03-27,1
AL SELAL,5,2024-04-03,1
AL SELAL,6,2024-04-10,2
AL SELAL,7,2024-04-17,2
AL SELAL,8,2024-04-24,0
AL SELAL,9,2024-05-01,0
AL SELAL,10,2024-05-08,0
AL SELAL,11,2024-05-15,0
AL SELAL,12,2024-05-22,0
AL SELAL,13,2024-05-29,0
AL SELAL,14,2024-06-05,0
AL SELAL,15,2024-06-12,1
AL SELAL,16,2024-06-19,1
AL SELAL,17,2024-06-26,1
AL SELAL,18,2024-07-03,1
AL SELAL,19,2024-07-10,0
AL SELAL,20,2024-07-17,1
AL SELAL,21,2024-07-24,3
AL SELAL,22,2024-07-31,3
AL SELAL,23,2024-08-07,1
AL SELAL,24,2024-08-14,2
AL SELAL,25,2024-08-21,2
AL SELAL,26,2024-08-28,1
AL SELAL,27,2024-09-04,0
AL SELAL,28,2024-09-11,2
AL SELAL,29,2024-09-18,3
AL SELAL,30,2024-09-25,1
AL SHINDAGHA,1,2024-03-06,2
AL SHINDAGHA,2,2024-03-13,0
AL SHINDAGHA,3,2024-03-20,0
AL SHINDAGHA,4,2024-03-27,1
AL SHINDAGHA,5,2024-04-03,1
AL SHINDAGHA,6,2024-04-10,0
AL SHINDAGHA,7,2024-04-17,0
AL SHINDAGHA,8,2024-04-24,0
AL SHINDAGHA,9,2024-05-01,0
AL SHINDAGHA,10,2024-05-08,0
AL SHINDAGHA,11,2024-05-15,0
AL SHINDAGHA,12,2024-05-22,0
AL SHINDAGHA,13,2024-05-29,0
AL SHINDAGHA,14,2024-06-05,0
AL SHINDAGHA,15,2024-06-12,1
AL SHINDAGHA,16,2024-06-19,5
AL SHINDAGHA,17,2024-06-26,1
AL SHINDAGHA,18,2024-07-03,3
AL SHINDAGHA,19,2024-07-10,1
AL SHINDAGHA,20,2024-07-17,1
AL SHINDAGHA,21,2024-07-24,0
AL SHINDAGHA,22,2024-07-31,2
AL SHINDAGHA,23,2024-08-07,4
AL SHINDAGHA,24,2024-08-14,2
AL SHINDAGHA,25,2024-08-21,2
AL SHINDAGHA,26,2024-08-28,0
AL SHINDAGHA,27,2024-09-04,0
AL SHINDAGHA,28,2024-09-11,2
AL SHINDAGHA,29,2024-09-18,2
AL SHINDAGHA,30,2024-09-25,0
AL SOUQ AL KABEER,1,2024-03-06,11
AL SOUQ AL KABEER,2,2024-03-13,7
AL SOUQ AL KABEER,3,2024-03-20,8
AL SOUQ AL KABEER,4,2024-03-27,9
AL SOUQ AL KABEER,5,2024-04-03,7
AL SOUQ AL KABEER,6,2024-04-10,7
AL SOUQ AL KABEER,7,2024-04-17,0
AL SOUQ AL KABEER,8,2024-04-24,0
AL SOUQ AL KABEER,9,2024-05-01,0
AL SOUQ AL KABEER,10,2024-05-08,0
AL SOUQ AL KABEER,11,2024-05-15,0
AL SOUQ AL KABEER,12,2024-05-22,0
AL SOUQ AL KABEER,13,2024-05-29,0
AL SOUQ AL KABEER,14,2024-06-05,0
AL SOUQ AL KABEER,15,2024-06-12,4
AL SOUQ AL KABEER,16,2024-06-19,2
AL SOUQ AL KABEER,17,2024-06-26,4
AL SOUQ AL KABEER,18,2024-07-03,3
AL SOUQ AL KABEER,19,2024-07-10,9
AL SOUQ AL KABEER,20,2024-07-17,9
AL SOUQ AL KABEER,21,2024-07-24,8
AL SOUQ AL KABEER,22,2024-07-31,8
AL SOUQ AL KABEER,23,2024-08-07,13
AL SOUQ AL KABEER,24,2024-08-14,4
AL SOUQ AL KABEER,25,2024-08-21,14
AL SOUQ AL KABEER,26,2024-08-28,11
AL SOUQ AL KABEER,27,2024-09-04,2
AL SOUQ AL KABEER,28,2024-09-11,8
AL SOUQ AL KABEER,29,2024-09-18,7
AL SOUQ AL KABEER,30,2024-09-25,1
AL THANYAH  FOURTH,1,2024-03-06,16
AL THANYAH  FOURTH,2,2024-03-13,10
AL THANYAH  FOURTH,3,2024-03-20,12
AL THANYAH  FOURTH,4,2024-03-27,14
AL THANYAH  FOURTH,5,2024-04-03,7
AL THANYAH  FOURTH,6,2024-04-10,19
AL THANYAH  FOURTH,7,2024-04-17,1
AL THANYAH  FOURTH,8,2024-04-24,0
AL THANYAH  FOURTH,9,2024-05-01,0
AL THANYAH  FOURTH,10,2024-05-08,0
AL THANYAH  FOURTH,11,2024-05-15,0
AL THANYAH  FOURTH,12,2024-05-22,0
AL THANYAH  FOURTH,13,2024-05-29,0
AL THANYAH  FOURTH,14,2024-06-05,3
AL THANYAH  FOURTH,15,2024-06-12,8
AL THANYAH  FOURTH,16,2024-06-19,11
AL THANYAH  FOURTH,17,2024-06-26,8
AL THANYAH  FOURTH,18,2024-07-03,9
AL THANYAH  FOURTH,19,2024-07-10,9
AL THANYAH  FOURTH,20,2024-07-17,9
AL THANYAH  FOURTH,21,2024-07-24,8
AL THANYAH  FOURTH,22,2024-07-31,11
AL THANYAH  FOURTH,23,2024-08-07,7
AL THANYAH  FOURTH,24,2024-08-14,8
AL THANYAH  FOURTH,25,2024-08-21,6
AL THANYAH  FOURTH,26,2024-08-28,16
AL THANYAH  FOURTH,27,2024-09-04,1
AL THANYAH  FOURTH,28,2024-09-11,7
AL THANYAH  FOURTH,29,2024-09-18,14
AL THANYAH  FOURTH,30,2024-09-25,1
AL THANYAH FIFTH,1,2024-03-06,14
AL THANYAH FIFTH,2,2024-03-13,21
AL THANYAH FIFTH,3,2024-03-20,18
AL THANYAH FIFTH,4,2024-03-27,21
AL THANYAH FIFTH,5,2024-04-03,15
AL THANYAH FIFTH,6,2024-04-10,17
AL THANYAH FIFTH,7,2024-04-17,1
AL THANYAH FIFTH,8,2024-04-24,0
AL THANYAH FIFTH,9,2024-05-01,0
AL THANYAH FIFTH,10,2024-05-08,0
AL THANYAH FIFTH,11,2024-05-15,0
AL THANYAH FIFTH,12,2024-05-22,0
AL THANYAH FIFTH,13,2024-05-29,0
AL THANYAH FIFTH,14,2024-06-05,2
AL THANYAH FIFTH,15,2024-06-12,13
AL THANYAH FIFTH,16,2024-06-19,17
AL THANYAH FIFTH,17,2024-06-26,35
AL THANYAH FIFTH,18,2024-07-03,22
AL THANYAH FIFTH,19,2024-07-10,9
AL THANYAH FIFTH,20,2024-07-17,10
AL THANYAH FIFTH,21,2024-07-24,19
AL THANYAH FIFTH,22,2024-07-31,17
AL THANYAH FIFTH,23,2024-08-07,15
AL THANYAH FIFTH,24,2024-08-14,11
AL THANYAH FIFTH,25,2024-08-21,19
AL THANYAH FIFTH,26,2024-08-28,19
AL THANYAH FIFTH,27,2024-09-04,3
AL THANYAH FIFTH,28,2024-09-11,11
AL THANYAH FIFTH,29,2024-09-18,24
AL THANYAH FIFTH,30,2024-09-25,2
AL THANYAH FIRST,1,2024-03-06,6
AL THANYAH FIRST,2,2024-03-13,13
AL THANYAH FIRST,3,2024-03-20,11
AL THANYAH FIRST,4,2024-03-27,8
AL THANYAH FIRST,5,2024-04-03,5
AL THANYAH FIRST,6,2024-04-10,9
AL THANYAH FIRST,7,2024-04-17,1
AL THANYAH FIRST,8,2024-04-24,0
AL THANYAH FIRST,9,2024-05-01,0
AL THANYAH FIRST,10,2024-05-08,0
AL THANYAH FIRST,11,2024-05-15,0
AL THANYAH FIRST,12,2024-05-22,0
AL THANYAH FIRST,13,2024-05-29,0
AL THANYAH FIRST,14,2024-06-05,1
AL THANYAH FIRST,15,2024-06-12,5
AL THANYAH FIRST,16,2024-06-19,11
AL THANYAH FIRST,17,2024-06-26,14
AL THANYAH FIRST,18,2024-07-03,10
AL THANYAH FIRST,19,2024-07-10,6
AL THANYAH FIRST,20,2024-07-17,10
AL THANYAH FIRST,21,2024-07-24,13
AL THANYAH FIRST,22,2024-07-31,8
AL THANYAH FIRST,23,2024-08-07,6
AL THANYAH FIRST,24,2024-08-14,11
AL THANYAH FIRST,25,2024-08-21,11
AL THANYAH FIRST,26,2024-08-28,7
AL THANYAH FIRST,27,2024-09-04,3
AL THANYAH FIRST,28,2024-09-11,7
AL THANYAH FIRST,29,2024-09-18,15
AL THANYAH FIRST,30,2024-09-25,3
AL THANYAH SECOND,1,2024-03-06,4
AL THANYAH SECOND,2,2024-03-13,3
AL THANYAH SECOND,3,2024-03-20,3
AL THANYAH SECOND,4,2024-03-27,6
AL THANYAH SECOND,5,2024-04-03,3
AL THANYAH SECOND,6,2024-04-10,7
AL THANYAH SECOND,7,2024-04-17,0
AL THANYAH SECOND,8,2024-04-24,0
AL THANYAH SECOND,9,2024-05-01,0
AL THANYAH SECOND,10,2024-05-08,0
AL THANYAH SECOND,11,2024-05-15,0
AL THANYAH SECOND,12,2024-05-22,0
AL THANYAH SECOND,13,2024-05-29,0
AL THANYAH SECOND,14,2024-06-05,0
AL THANYAH SECOND,15,2024-06-12,7
AL THANYAH SECOND,16,2024-06-19,3
AL THANYAH SECOND,17,2024-06-26,5
AL THANYAH SECOND,18,2024-07-03,8
AL THANYAH SECOND,19,2024-07-10,7
AL THANYAH SECOND,20,2024-07-17,5
AL THANYAH SECOND,21,2024-07-24,4
AL THANYAH SECOND,22,2024-07-31,5
AL THANYAH SECOND,23,2024-08-07,4
AL THANYAH SECOND,24,2024-08-14,3
AL THANYAH SECOND,25,2024-08-21,4
AL THANYAH SECOND,26,2024-08-28,9
AL THANYAH SECOND,27,2024-09-04,2
AL THANYAH SECOND,28,2024-09-11,6
AL THANYAH SECOND,29,2024-09-18,11
AL THANYAH SECOND,30,2024-09-25,0
AL THANYAH THIRD,1,2024-03-06,7
AL THANYAH THIRD,2,2024-03-13,7
AL THANYAH THIRD,3,2024-03-20,10
AL THANYAH THIRD,4,2024-03-27,5
AL THANYAH THIRD,5,2024-04-03,3
AL THANYAH THIRD,6,2024-04-10,6
AL THANYAH THIRD,7,2024-04-17,1
AL THANYAH THIRD,8,2024-04-24,0
AL THANYAH THIRD,9,2024-05-01,0
AL THANYAH THIRD,10,2024-05-08,0
AL THANYAH THIRD,11,2024-05-15,0
AL THANYAH THIRD,12,2024-05-22,0
AL THANYAH THIRD,13,2024-05-29,0
AL THANYAH THIRD,14,2024-06-05,1
AL THANYAH THIRD,15,2024-06-12,6
AL THANYAH THIRD,16,2024-06-19,3
AL THANYAH THIRD,17,2024-06-26,12
AL THANYAH THIRD,18,2024-07-03,3
AL THANYAH THIRD,19,2024-07-10,8
AL THANYAH THIRD,20,2024-07-17,4
AL THANYAH THIRD,21,2024-07-24,2
AL THANYAH THIRD,22,2024-07-31,12
AL THANYAH THIRD,23,2024-08-07,5
AL THANYAH THIRD,24,2024-08-14,6
AL THANYAH THIRD,25,2024-08-21,5
AL THANYAH THIRD,26,2024-08-28,8
AL THANYAH THIRD,27,2024-09-04,0
AL THANYAH THIRD,28,2024-09-11,3
AL THANYAH THIRD,29,2024-09-18,12
AL THANYAH THIRD,30,2024-09-25,1
AL TTAY,1,2024-03-06,3
AL TTAY,2,2024-03-13,1
AL TTAY,3,2024-03-20,3
AL TTAY,4,2024-03-27,0
AL TTAY,5,2024-04-03,3
AL TTAY,6,2024-04-10,0
AL TTAY,7,2024-04-17,1
AL TTAY,8,2024-04-24,0
AL TTAY,9,2024-05-01,0
AL TTAY,10,2024-05-08,0
AL TTAY,11,2024-05-15,0
AL TTAY,12,2024-05-22,0
AL TTAY,13,2024-05-29,0
AL TTAY,14,2024-06-05,0
AL TTAY,15,2024-06-12,0
AL TTAY,16,2024-06-19,1
AL TTAY,17,2024-06-26,2
AL TTAY,18,2024-07-03,4
AL TTAY,19,2024-07-10,1
AL TTAY,20,2024-07-17,2
AL TTAY,21,2024-07-24,2
AL TTAY,22,2024-07-31,1
AL TTAY,23,2024-08-07,1
AL TTAY,24,2024-08-14,1
AL TTAY,25,2024-08-21,2
AL TTAY,26,2024-08-28,2
AL TTAY,27,2024-09-04,0
AL TTAY,28,2024-09-11,1
AL TTAY,29,2024-09-18,2
AL TTAY,30,2024-09-25,0
AL TWAR FIRST,1,2024-03-06,19
AL TWAR FIRST,2,2024-03-13,15
AL TWAR FIRST,3,2024-03-20,5
AL TWAR FIRST,4,2024-03-27,9
AL TWAR FIRST,5,2024-04-03,11
AL TWAR FIRST,6,2024-04-10,8
AL TWAR FIRST,7,2024-04-17,1
AL TWAR FIRST,8,2024-04-24,0
AL TWAR FIRST,9,2024-05-01,0
AL TWAR FIRST,10,2024-05-08,0
AL TWAR FIRST,11,2024-05-15,0
AL TWAR FIRST,12,2024-05-22,0
AL TWAR FIRST,13,2024-05-29,0
AL TWAR FIRST,14,2024-06-05,3
AL TWAR FIRST,15,2024-06-12,19
AL TWAR FIRST,16,2024-06-19,5
AL TWAR FIRST,17,2024-06-26,16
AL TWAR FIRST,18,2024-07-03,15
AL TWAR FIRST,19,2024-07-10,15
AL TWAR FIRST,20,2024-07-17,10
AL TWAR FIRST,21,2024-07-24,10
AL TWAR FIRST,22,2024-07-31,9
AL TWAR FIRST,23,2024-08-07,17
AL TWAR FIRST,24,2024-08-14,14
AL TWAR FIRST,25,2024-08-21,9
AL TWAR FIRST,26,2024-08-28,22
AL TWAR FIRST,27,2024-09-04,5
AL TWAR FIRST,28,2024-09-11,4
AL TWAR FIRST,29,2024-09-18,15
AL TWAR FIRST,30,2024-09-25,1
AL TWAR SECOND,1,2024-03-06,11
AL TWAR SECOND,2,2024-03-13,4
AL TWAR SECOND,3,2024-03-20,2
AL TWAR SECOND,4,2024-03-27,5
AL TWAR SECOND,5,2024-04-03,3
AL TWAR SECOND,6,2024-04-10,7
AL TWAR SECOND,7,2024-04-17,3
AL TWAR SECOND,8,2024-04-24,0
